Elapsed Time (s),Speed (kph)
0,0.81
0.1,0.88
0.2,1.02
0.3,1.02
0.4,1.08
0.5,1.77
0.6,1.59
0.7,1.39
0.8,1.96
0.9,0.69
1,0.8
1.1,0.14
1.2,0.97
1.3,1.14
1.4,1.81
1.5,2.14
1.6,1.82
1.7,1.47
1.8,1.53
1.9,1.16
2,1.07
2.1,0.66
2.2,0.41
2.3,0.3
2.4,0.34
2.5,0.21
2.6,0.19
2.7,0.43
2.8,0.18
2.9,0.19
3,0.13
3.1,0.05
3.2,1.25
3.3,2.19
3.4,3.36
3.5,3.2
3.6,3.12
3.7,2.54
3.8,1.34
3.9,1.49
4,1.85
4.1,1.93
4.2,3.09
4.3,4.02
4.4,4.53
4.5,6.47
4.6,7.35
4.7,7.32
4.8,6.12
4.9,5.74
5,4.42
5.1,3
5.2,2.55
5.3,3.69
5.4,5.4
5.5,6.46
5.6,6.76
5.7,7.12
5.8,6.93
5.9,5.29
6,4.8
6.1,5.38
6.2,4.12
6.3,4.65
6.4,4.67
6.5,5.64
6.6,5.71
6.7,5.09
6.8,5.28
6.9,5.76
7,5.41
7.1,4.96
7.2,4.67
7.3,4.27
7.4,5.16
7.5,4.91
7.6,5.29
7.7,5.25
7.8,5.06
7.9,4.71
8,5.2
8.1,5.01
8.2,3.84
8.3,4.05
8.4,4.45
8.5,3.41
8.6,3.97
8.7,4.12
8.8,3.74
8.9,3.46
9,3.1
9.1,3.32
9.2,3.32
9.3,2.91
9.4,2.94
9.5,3.54
9.6,3.43
9.7,2.58
9.8,1.9
9.9,0.42
10,1.23
10.1,0.43
10.2,0.19
10.3,0.13
10.4,0.13
10.5,0.33
10.6,0.4
10.7,0.09
10.8,0.27
10.9,0.19
11,0.32
11.1,0.24
11.2,0.15
11.3,1.44
11.4,1.85
11.5,2.59
11.6,2.59
11.7,1.72
11.8,2.53
11.9,3.24
12,3.71
12.1,1.77
12.2,1.7
12.3,1.07
12.4,0.75
12.5,0.32
12.6,0.19
12.7,0.21
12.8,0.23
12.9,0.07
13,0.11
13.1,0.02
13.2,0.21
13.3,0.11
13.4,0.47
13.5,0.98
13.6,1.07
13.7,2.49
13.8,2.53
13.9,3.17
14,2.27
14.1,1.16
14.2,1.58
14.3,0.46
14.4,0.49
14.5,0.21
14.6,0.12
14.7,0.2
14.8,0.21
14.9,0.21
15,0.17
15.1,0.22
15.2,0.12
15.3,0.16
15.4,0.21
15.5,1.36
15.6,2.04
15.7,2.33
15.8,3.36
15.9,2.63
16,1.96
16.1,1.06
16.2,0.67
16.3,0.36
16.4,0.26
16.5,0.08
16.6,0.17
16.7,0.08
16.8,0.11
16.9,0.17
17,0.05
17.1,0.11
17.2,0.09
17.3,1.19
17.4,1.38
17.5,1.16
17.6,1.85
17.7,1.8
17.8,0.97
17.9,4.12
18,4.41
18.1,4.02
18.2,5.47
18.3,3.88
18.4,6.86
18.5,4.01
18.6,4.84
18.7,2.54
18.8,3.66
18.9,1.77
19,1.26
19.1,1.62
19.2,1.11
19.3,0.99
19.4,0.51
19.5,0.04
19.6,0.12
19.7,0.18
19.8,0.13
19.9,0.11
20,0.19
20.1,0.29
20.2,0.1
20.3,0.24
20.4,0.31
20.5,1.89
20.6,1.71
20.7,3.06
20.8,3.99
20.9,3.72
21,1.45
21.1,5.37
21.2,2.64
21.3,1.91
21.4,2.16
21.5,2.34
21.6,4.67
21.7,4.93
21.8,2.36
21.9,1.8
22,2.22
22.1,0.36
22.2,0.67
22.3,0.59
22.4,1.61
22.5,0.91
22.6,0.55
22.7,0.69
22.8,1.38
22.9,0.21
23,0.21
23.1,0.69
23.2,0.51
23.3,1.13
23.4,1.68
23.5,1.03
23.6,1.84
23.7,1.79
23.8,2.46
23.9,2.5
24,2.04
24.1,2.8
24.2,2
24.3,1.85
24.4,1.56
24.5,3
24.6,1.4
24.7,2.46
24.8,2.91
24.9,3
25,3.09
25.1,3.67
25.2,3.04
25.3,4.15
25.4,2.93
25.5,4.01
25.6,3.96
25.7,4.1
25.8,3.9
25.9,2.02
26,2.11
26.1,1.88
26.2,2.88
26.3,3.72
26.4,3.27
26.5,4.01
26.6,4.47
26.7,4.6
26.8,3.64
26.9,4.77
27,4.25
27.1,4.75
27.2,3.73
27.3,4.3
27.4,4.94
27.5,3.88
27.6,4.34
27.7,3.62
27.8,3.97
27.9,4.07
28,4.12
28.1,3.07
28.2,4.3
28.3,3.4
28.4,4.29
28.5,4.99
28.6,4.42
28.7,4.58
28.8,4.5
28.9,4.8
29,5.44
29.1,4.96
29.2,4.5
29.3,4.75
29.4,4.18
29.5,5.14
29.6,5.27
29.7,4.91
29.8,5.01
29.9,4.42
30,4.91
30.1,5.31
30.2,4.12
30.3,4.69
30.4,4.23
30.5,4.4
30.6,4.99
30.7,4.8
30.8,4.41
30.9,4.58
31,3.97
31.1,4.58
31.2,4.64
31.3,3.77
31.4,4.17
31.5,4.39
31.6,4.43
31.7,5.39
31.8,4.84
31.9,4.92
32,4.4
32.1,4.78
32.2,4.58
32.3,5.79
32.4,4.34
32.5,5.29
32.6,4.34
32.7,5.33
32.8,5.59
32.9,5.45
33,4.81
33.1,5.1
33.2,4.44
33.3,5.86
33.4,5.02
33.5,4.82
33.6,4.72
33.7,4.71
33.8,5.39
33.9,5.45
34,4.67
34.1,5.52
34.2,4.58
34.3,5.07
34.4,5.98
34.5,4.24
34.6,4.41
34.7,4.98
34.8,4.35
34.9,4.98
35,5.02
35.1,5.46
35.2,4.87
35.3,4.49
35.4,5.58
35.5,5.16
35.6,4.1
35.7,4.14
35.8,5.03
35.9,5
36,4.56
36.1,5.02
36.2,4.81
36.3,4.19
36.4,5.49
36.5,5.03
36.6,4.27
36.7,3.88
36.8,4.49
36.9,4.18
37,5.89
37.1,4.91
37.2,4.75
37.3,4.42
37.4,4.43
37.5,4.66
37.6,4.99
37.7,3.98
37.8,4.34
37.9,3.89
38,2.85
38.1,4.32
38.2,4.58
38.3,4.29
38.4,5.17
38.5,4.43
38.6,4.54
38.7,4.67
38.8,4.64
38.9,3.66
39,3.08
39.1,4.33
39.2,4.75
39.3,4.73
39.4,3.96
39.5,5.02
39.6,4.6
39.7,3.63
39.8,3.64
39.9,3.41
40,4.43
40.1,4.05
40.2,4.47
40.3,4.34
40.4,4.03
40.5,4.07
40.6,3.81
40.7,4.49
40.8,4.65
40.9,3.93
41,3.92
41.1,4.9
41.2,3.97
41.3,3.44
41.4,3.51
41.5,3.42
41.6,4.25
41.7,5.61
41.8,6.36
41.9,6.49
42,4.97
42.1,4.73
42.2,4.64
42.3,3.5
42.4,3.03
42.5,4.25
42.6,3.8
42.7,3.8
42.8,3.85
42.9,4.46
43,4.48
43.1,3.5
43.2,4.9
43.3,5.84
43.4,4.66
43.5,4.85
43.6,4.12
43.7,3.42
43.8,4.04
43.9,3.31
44,3.55
44.1,4.94
44.2,2.38
44.3,4.63
44.4,4.26
44.5,3.37
44.6,4.42
44.7,3.37
44.8,2.09
44.9,1.95
45,2.24
45.1,4.55
45.2,5.14
45.3,3.66
45.4,3.34
45.5,1.43
45.6,1.53
45.7,1.96
45.8,2.5
45.9,2.41
46,3.57
46.1,2.73
46.2,2.28
46.3,2.57
46.4,3.68
46.5,2.63
46.6,3.03
46.7,2.78
46.8,2.88
46.9,2.01
47,1.9
47.1,2.56
47.2,1.65
47.3,1.92
47.4,1.88
47.5,2.11
47.6,1.51
47.7,1.34
47.8,1.86
47.9,2.64
48,2.24
48.1,1.3
48.2,1.35
48.3,3.86
48.4,4.51
48.5,4.84
48.6,4.99
48.7,2.21
48.8,1.14
48.9,1.94
49,2.84
49.1,2.25
49.2,2.67
49.3,3.1
49.4,3.08
49.5,3.55
49.6,3.08
49.7,4.09
49.8,3.1
49.9,1.97
50,4.44
50.1,4.64
50.2,4.07
50.3,3.97
50.4,4.17
50.5,3.82
50.6,4.92
50.7,5.46
50.8,3.77
50.9,3.94
51,5.14
51.1,4.1
51.2,3.72
51.3,3.42
51.4,3.55
51.5,3.04
51.6,3.71
51.7,4.07
51.8,4.02
51.9,4.23
52,4.87
52.1,3.7
52.2,3.74
52.3,2.76
52.4,2.78
52.5,3.21
52.6,2.36
52.7,4.25
52.8,2.29
52.9,3.66
53,3.32
53.1,2.08
53.2,0.99
53.3,3.5
53.4,3.77
53.5,1.54
53.6,0.62
53.7,0.67
53.8,2.11
53.9,0.68
54,1.24
54.1,1.42
54.2,1.97
54.3,1.8
54.4,2.09
54.5,1.81
54.6,1.81
54.7,2.59
54.8,2.79
54.9,1.97
55,2.74
55.1,2.4
55.2,2.68
55.3,4.35
55.4,4.52
55.5,1.03
55.6,1.66
55.7,2.39
55.8,0.88
55.9,1.02
56,0.24
56.1,0.42
56.2,2.82
56.3,2.99
56.4,3.86
56.5,3.43
56.6,2.78
56.7,2.99
56.8,1.94
56.9,1.13
57,1.37
57.1,1.34
57.2,0.95
57.3,2.59
57.4,2.75
57.5,4.38
57.6,4.17
57.7,4.21
57.8,4.06
57.9,4.88
58,3.91
58.1,3.83
58.2,3.02
58.3,3.32
58.4,3.39
58.5,3.42
58.6,2.63
58.7,2.83
58.8,3.29
58.9,2.35
59,2.58
59.1,1.93
59.2,1.09
59.3,0.99
59.4,0.73
59.5,1.78
59.6,1.36
59.7,1.79
59.8,3.89
59.9,3.39
60,3.58
60.1,0.43
60.2,0.81
60.3,0.62
60.4,2.27
60.5,1.78
60.6,2.46
60.7,2.83
60.8,1.96
60.9,2.99
61,2.95
61.1,4.23
61.2,3.73
61.3,2.92
61.4,3.14
61.5,3.02
61.6,1.46
61.7,2.56
61.8,4.16
61.9,4.93
62,4.23
62.1,5.41
62.2,4.85
62.3,3.78
62.4,4.27
62.5,3.6
62.6,3.97
62.7,4.93
62.8,3.21
62.9,3.97
63,4.45
63.1,4.87
63.2,4.46
63.3,3.72
63.4,2.39
63.5,3.84
63.6,4.26
63.7,3.59
63.8,2.7
63.9,2.04
64,2.65
64.1,3.67
64.2,0.7
64.3,1.14
64.4,0.49
64.5,0.67
64.6,0.52
64.7,0.83
64.8,0.94
64.9,0.46
65,1.65
65.1,1.38
65.2,0.58
65.3,0.2
65.4,0.25
65.5,0.13
65.6,0.18
65.7,0.13
65.8,0.18
65.9,0.42
66,0.4
66.1,0.29
66.2,0.24
66.3,0.16
66.4,1.11
66.5,0.4
66.6,0.78
66.7,1.35
66.8,0.39
66.9,0.26
67,0.41
67.1,0.55
67.2,0.48
67.3,0.51
67.4,0.71
67.5,0.25
67.6,0.45
67.7,0.42
67.8,0.26
67.9,0.21
68,0.94
68.1,1.54
68.2,0.91
68.3,1.08
68.4,0.89
68.5,1.46
68.6,1.6
68.7,2.05
68.8,1.31
68.9,1.24
69,0.79
69.1,0.41
69.2,1.2
69.3,1.04
69.4,0.85
69.5,0.87
69.6,0.72
69.7,0.41
69.8,0.43
69.9,0.73
70,0.29
70.1,0.84
70.2,0.61
70.3,1.52
70.4,1.57
70.5,0.57
70.6,0.6
70.7,0.86
70.8,0.48
70.9,0.45
71,0.19
71.1,0.03
71.2,0.09
71.3,0.14
71.4,0.19
71.5,0.13
71.6,0.28
71.7,0.14
71.8,1.34
71.9,1.02
72,0.28
72.1,0.44
72.2,0.17
72.3,0.07
72.4,0.17
72.5,0.02
72.6,0.21
72.7,0.09
72.8,0.24
72.9,0.23
73,0.36
73.1,1.03
73.2,0.41
73.3,0.8
73.4,0.21
73.5,0.1
73.6,0.34
73.7,0.24
73.8,0.41
73.9,0.28
74,0.06
74.1,0.47
74.2,0.45
74.3,0.26
74.4,0.25
74.5,0.43
74.6,0.94
74.7,1.04
74.8,0.5
74.9,0.31
75,0.31
75.1,0.67
75.2,0.86
75.3,1.06
75.4,0.56
75.5,0.3
75.6,0.25
75.7,0.25
75.8,0.11
75.9,0.14
76,0.3
76.1,0.14
76.2,0.24
76.3,0.36
76.4,0.59
76.5,0.32
76.6,1.03
76.7,0.86
76.8,0.46
76.9,0.25
77,0.49
77.1,0.41
77.2,0.41
77.3,0.31
77.4,0.23
77.5,0.02
77.6,0.52
77.7,0.82
77.8,0.24
77.9,0.61
78,0.18
78.1,0.89
78.2,0.83
78.3,2.79
78.4,3.23
78.5,1.84
78.6,1.59
78.7,1.02
78.8,1.05
78.9,1.41
79,1.57
79.1,0.26
79.2,0.5
79.3,0.13
79.4,0.57
79.5,0.06
79.6,0.1
79.7,0.06
79.8,0.21
79.9,0.12
80,0.84
80.1,0.42
80.2,0.67
80.3,0.82
80.4,1.87
80.5,1.66
80.6,0.6
80.7,1.03
80.8,0.89
80.9,0.63
81,0.67
81.1,0.34
81.2,0.29
81.3,0.13
81.4,0.14
81.5,0.24
81.6,0.43
81.7,0.08
81.8,0.36
81.9,0.09
82,0.16
82.1,1.1
82.2,0.99
82.3,0.91
82.4,1.44
82.5,0.81
82.6,1.81
82.7,2.07
82.8,1.75
82.9,1.85
83,1.28
83.1,1.7
83.2,1.1
83.3,1.4
83.4,1.07
83.5,1.94
83.6,1.84
83.7,1.52
83.8,1.1
83.9,0.26
84,0.69
84.1,1.04
84.2,0.44
84.3,0.29
84.4,0.08
84.5,0.1
84.6,0.16
84.7,0.26
84.8,0.41
84.9,0.41
85,0.38
85.1,0.12
85.2,0.7
85.3,0.93
85.4,0.89
85.5,0.88
85.6,0.68
85.7,0.49
85.8,0.31
85.9,1.19
86,0.69
86.1,0.34
86.2,0.71
86.3,0.29
86.4,0.24
86.5,0.43
86.6,0.58
86.7,1.06
86.8,0.82
86.9,0.28
87,1.35
87.1,0.76
87.2,0.68
87.3,0.44
87.4,0.21
87.5,0.15
87.6,0.2
87.7,0.32
87.8,0.19
87.9,0.01
88,0.31
88.1,0.42
88.2,1.11
88.3,0.57
88.4,0.83
88.5,1.15
88.6,0.69
88.7,0.71
88.8,0.79
88.9,0.23
89,0.54
89.1,0.34
89.2,0.32
89.3,0.51
89.4,0.87
89.5,0.62
89.6,0.48
89.7,0.73
89.8,0.73
89.9,0.25
90,0.38
90.1,0.26
90.2,0.26
90.3,0.17
90.4,0.22
90.5,0.43
90.6,1.05
90.7,0.86
90.8,0.51
90.9,0.16
91,0.46
91.1,0.69
91.2,0.13
91.3,0.21
91.4,0.11
91.5,0.29
91.6,0.45
91.7,0.6
91.8,0.43
91.9,0.14
92,0.91
92.1,0.06
92.2,0.29
92.3,0.33
92.4,0.66
92.5,0.61
92.6,0.16
92.7,0.01
92.8,0.39
92.9,0.08
93,0.1
93.1,0.5
93.2,1
93.3,1.22
93.4,1.09
93.5,1.75
93.6,1.6
93.7,0.65
93.8,0.26
93.9,0.17
94,0.1
94.1,0.33
94.2,0.2
94.3,0.3
94.4,0.37
94.5,0.02
94.6,0.29
94.7,0.34
94.8,0.17
94.9,0.94
95,0.42
95.1,0.61
95.2,0.1
95.3,0.16
95.4,0.69
95.5,0.38
95.6,0.32
95.7,0.09
95.8,0.37
95.9,0.35
96,0.18
96.1,0.18
96.2,0.81
96.3,0.33
96.4,0.25
96.5,0.6
96.6,0.61
96.7,0.75
96.8,0.59
96.9,0.51
97,0.68
97.1,0.13
97.2,0.32
97.3,0.45
97.4,1.42
97.5,0.65
97.6,0.61
97.7,0.5
97.8,0.29
97.9,0.07
98,0.11
98.1,0.27
98.2,0.3
98.3,0.23
98.4,0.22
98.5,0.44
98.6,0.99
98.7,0.6
98.8,0.81
98.9,0.44
99,0.52
99.1,0.73
99.2,0.67
99.3,1.14
99.4,1.22
99.5,0.4
99.6,0.86
99.7,0.68
99.8,0.58
99.9,0.73
100,0.77
100.1,1.75
100.2,0.56
100.3,1.2
100.4,0.64
100.5,0.48
100.6,0.04
100.7,0.33
100.8,0.35
100.9,0.11
101,0.07
101.1,0.15
101.2,0.16
101.3,0.08
101.4,0.28
101.5,0.87
101.6,1.06
101.7,0.31
101.8,0.22
101.9,0.56
102,0.51
102.1,0.22
102.2,0.26
102.3,0.19
102.4,0.31
102.5,0.47
102.6,0.29
102.7,0.21
102.8,0.25
102.9,2.16
103,3.31
103.1,3.84
103.2,3.7
103.3,2.84
103.4,1.74
103.5,1.71
103.6,0.31
103.7,0.36
103.8,0.61
103.9,0.34
104,0.32
104.1,0.26
104.2,0.36
104.3,0.74
104.4,0.18
104.5,0.34
104.6,0.35
104.7,1.48
104.8,0.39
104.9,2.04
105,0.6
105.1,1.06
105.2,0.44
105.3,0.18
105.4,0.13
105.5,0.4
105.6,0.21
105.7,0.04
105.8,0.17
105.9,0.15
106,0.05
106.1,0.16
106.2,0.19
106.3,1.19
106.4,1.12
106.5,1.92
106.6,0.58
106.7,0.63
106.8,0.43
106.9,0.42
107,0.35
107.1,0.19
107.2,0.41
107.3,1.05
107.4,0.77
107.5,0.46
107.6,0.57
107.7,0.17
107.8,0.24
107.9,0.23
108,0.2
108.1,0.06
108.2,0.05
108.3,0.08
108.4,0.1
108.5,0.06
108.6,0.88
108.7,0.72
108.8,0.44
108.9,0.39
109,0.66
109.1,0.65
109.2,0.94
109.3,0.67
109.4,0.21
109.5,0.14
109.6,0.12
109.7,0.05
109.8,0.22
109.9,0.07
110,0.13
110.1,0.01
110.2,0.18
110.3,0.25
110.4,1.83
110.5,1.28
110.6,1.99
110.7,1.1
110.8,1.48
110.9,3.65
111,1.77
111.1,0.32
111.2,0.49
111.3,0.15
111.4,0.23
111.5,0.05
111.6,0.25
111.7,0.1
111.8,0.07
111.9,0.23
112,0.13
112.1,0.14
112.2,1.79
112.3,2.14
112.4,2.51
112.5,1.73
112.6,1.95
112.7,1.91
112.8,3.42
112.9,1.67
113,0.19
113.1,0.15
113.2,0.2
113.3,0.49
113.4,0.24
113.5,0.24
113.6,0.07
113.7,0.06
113.8,0.12
113.9,0.14
114,0.04
114.1,0.92
114.2,1.68
114.3,2.36
114.4,2.82
114.5,2.38
114.6,2.12
114.7,1.77
114.8,1.51
114.9,0.53
115,0.3
115.1,0.18
115.2,0.22
115.3,0.17
115.4,0.11
115.5,0.09
115.6,0.07
115.7,0.05
115.8,0.04
115.9,0.08
116,0.82
116.1,2.95
116.2,0.7
116.3,0.23
116.4,0.16
116.5,0.15
116.6,0.06
116.7,0.06
116.8,0.07
116.9,0.07
117,0.12
117.1,0.08
117.2,0.13
117.3,1.07
117.4,0.76
117.5,0.66
117.6,0.42
117.7,0.66
117.8,0.36
117.9,0.08
118,0.14
118.1,0.06
118.2,0.17
118.3,0.14
118.4,0.18
118.5,0.12
118.6,0.99
118.7,2.44
118.8,2.63
118.9,4.07
119,4.23
119.1,3.29
119.2,2.07
119.3,1.4
119.4,0.89
119.5,0.87
119.6,1.14
119.7,0.5
119.8,0.43
119.9,0.83
120,1.1
120.1,0.8
120.2,0.21
120.3,0.3
120.4,0.44
120.5,0.09
120.6,0.05
120.7,0.11
120.8,0.01
120.9,0.1
121,0.03
121.1,0.12
121.2,0.96
121.3,1.18
121.4,1.74
121.5,1.76
121.6,0.84
121.7,0.98
121.8,1.02
121.9,0.51
122,0.75
122.1,0.76
122.2,0.68
122.3,0.63
122.4,0.98
122.5,1.21
122.6,1.03
122.7,1.33
122.8,1.09
122.9,2.04
123,2.42
123.1,1.37
123.2,1.51
123.3,0.98
123.4,1.22
123.5,0.74
123.6,0.6
123.7,0.31
123.8,0.58
123.9,0.29
124,0.04
124.1,0.24
124.2,0.62
124.3,0.52
124.4,1.21
124.5,2.35
124.6,0.68
124.7,0.47
124.8,0.96
124.9,0.59
125,1.2
125.1,1.37
125.2,0.54
125.3,0.2
125.4,0.22
125.5,0.1
125.6,0.28
125.7,0.11
125.8,0.36
125.9,0.16
126,0.2
126.1,0.29
126.2,0.1
126.3,0.97
126.4,1.65
126.5,0.98
126.6,1.17
126.7,0.66
126.8,0.15
126.9,0.38
127,0.18
127.1,0.55
127.2,0.24
127.3,0.16
127.4,0.03
127.5,0.22
127.6,0.12
127.7,0.17
127.8,0.31
127.9,0.93
128,0.23
128.1,0.38
128.2,0.06
128.3,0.33
128.4,0.41
128.5,0.37
128.6,0.16
128.7,0.11
128.8,0.23
128.9,0.17
129,0.09
129.1,0.05
129.2,0.87
129.3,0.6
129.4,0.29
129.5,0.07
129.6,0.24
129.7,0.27
129.8,0.07
129.9,0.17
130,0.34
130.1,0.11
130.2,0.26
130.3,0.39
130.4,0.2
130.5,1.1
130.6,1.11
130.7,1.11
130.8,0.51
130.9,1.61
131,1.61
131.1,1.79
131.2,3.46
131.3,3.86
131.4,3.78
131.5,4.05
131.6,4.68
131.7,5.41
131.8,6.5
131.9,6.47
132,5.85
132.1,7.06
132.2,5.61
132.3,7.54
132.4,7.89
132.5,10.1
132.6,12.36
132.7,14.85
132.8,12.7
132.9,15.42
133,19.5
133.1,20.05
133.2,19.57
133.3,19.79
133.4,20.35
133.5,19.15
133.6,17.95
133.7,16.8
133.8,19.09
133.9,16
134,16.92
134.1,18.03
134.2,18.28
134.3,16.68
134.4,13.67
134.5,13.46
134.6,12.1
134.7,12.3
134.8,11.54
134.9,10.28
135,8.93
135.1,6.68
135.2,6.6
135.3,5.22
135.4,3.71
135.5,4.53
135.6,3.7
135.7,3.7
135.8,2.04
135.9,0.64
136,0.74
136.1,0.33
136.2,0.73
136.3,1.03
136.4,0.99
136.5,1.33
136.6,1.21
136.7,0.99
136.8,0.85
136.9,0.86
137,0.61
137.1,0.54
137.2,0.06
137.3,0.27
137.4,0.44
137.5,0.51
137.6,0.1
137.7,0.22
137.8,0.53
137.9,0.71
138,0.32
138.1,0.43
138.2,1.19
138.3,1.69
138.4,1.98
138.5,2.12
138.6,2.69
138.7,3.14
138.8,4.49
138.9,5.12
139,6.38
139.1,7.49
139.2,8.29
139.3,9.01
139.4,9.74
139.5,10.58
139.6,11.28
139.7,12.16
139.8,10.9
139.9,13.91
140,14.93
140.1,15.8
140.2,15.8
140.3,16.45
140.4,17.45
140.5,17.63
140.6,18.11
140.7,19.15
140.8,18.55
140.9,19.26
141,19.62
141.1,19.26
141.2,19.61
141.3,20.94
141.4,21.35
141.5,22.03
141.6,22.78
141.7,23.27
141.8,21.73
141.9,22.08
142,24.61
142.1,26.1
142.2,26.56
142.3,27.38
142.4,28.12
142.5,29.03
142.6,28.32
142.7,29.39
142.8,28.73
142.9,28.35
143,27.37
143.1,26.96
143.2,25.9
143.3,25.17
143.4,24.54
143.5,24.64
143.6,23.81
143.7,23.26
143.8,22.88
143.9,22.41
144,21.03
144.1,20.99
144.2,20.27
144.3,20.05
144.4,19.58
144.5,19.33
144.6,18.66
144.7,18.23
144.8,17.9
144.9,17.19
145,17.03
145.1,16.41
145.2,16.53
145.3,16.26
145.4,15.96
145.5,16.07
145.6,15.63
145.7,15.61
145.8,15.31
145.9,14.66
146,13.69
146.1,12.83
146.2,12.45
146.3,11.79
146.4,11.52
146.5,11.46
146.6,10.51
146.7,10.26
146.8,9.74
146.9,9.48
147,9.08
147.1,8.74
147.2,8.36
147.3,7.68
147.4,7.4
147.5,6.96
147.6,5.87
147.7,4.97
147.8,3.81
147.9,2.82
148,1.08
148.1,0.1
148.2,0.78
148.3,0.62
148.4,0.56
148.5,0.58
148.6,0.37
148.7,0.62
148.8,0.6
148.9,0.47
149,0.3
149.1,0.38
149.2,0.9
149.3,0.27
149.4,0.12
149.5,0.03
149.6,0.08
149.7,0.13
149.8,0.23
149.9,0.09
150,0.07
150.1,0.06
150.2,0.11
150.3,0.21
150.4,0.84
150.5,1.27
150.6,1.63
150.7,2.71
150.8,3.07
150.9,3.87
151,4.87
151.1,5.15
151.2,5.97
151.3,6.57
151.4,7.19
151.5,7.63
151.6,8.37
151.7,8.66
151.8,8.98
151.9,8.78
152,8.93
152.1,9.07
152.2,9.56
152.3,10.03
152.4,11.2
152.5,12.78
152.6,13.66
152.7,15.16
152.8,16.7
152.9,18.17
153,19.53
153.1,21.46
153.2,23.38
153.3,25.3
153.4,27.42
153.5,28.39
153.6,30.09
153.7,31.56
153.8,32.91
153.9,33.93
154,35.59
154.1,36.63
154.2,37.96
